ID	Symbol	Description
LOCMI15398	LOCMI15398	Q16UI3_AEDAE Bumetanide-sensitive Na-K-Cl cotransport protein, putative
LOCMI15403	LOCMI15403	PREDICTED: calpain-D-like
LOCMI15404	LOCMI15404	GRB2-associated-binding protein, putative
LOCMI15409	LOCMI15409	PREDICTED: dihydropyrimidinase-like isoform 2
LOCMI15411	LOCMI15411	PREDICTED: similar to AGAP001800-PA
LOCMI15416	LOCMI15416	Low choriolytic enzyme precursor, putative
LOCMI15417	LOCMI15417	B4J0I5_DROGR GH16481
LOCMI15418	LOCMI15418	PREDICTED: similar to CG33722 CG33722-PC
LOCMI15419	LOCMI15419	sphingosine kinase A, B, putative
LOCMI15421	LOCMI15421	B0UXS2_DANRE Novel protein (Zgc:92735)
LOCMI15422	LOCMI15422	B4J5Q6_DROGR GH20229
LOCMI15423	LOCMI15423	sugar transporter
LOCMI15427	LOCMI15427	B7QDL4_IXOSC Armadillo repeat-containing protein, putative
LOCMI15428	LOCMI15428	alcohol dehydrogenase, putative
LOCMI15429	LOCMI15429	Q4R5W9_MACFA Testis cDNA, clone: QtsA-20149, similar to human MUS81 endonuclease homolog (yeast) (MUS81),
LOCMI15430	LOCMI15430	PREDICTED: crossover junction endonuclease MUS81
LOCMI15431	LOCMI15431	Tob1 protein, putative
LOCMI15433	LOCMI15433	chromatin regulatory protein sir2, putative
LOCMI15434	LOCMI15434	PREDICTED: 40S ribosomal protein S15
LOCMI15435	LOCMI15435	C3Y1X0_BRAFL Putative uncharacterized protein
LOCMI15438	LOCMI15438	PREDICTED: similar to Leucine carboxyl methyltransferase 2
LOCMI15440	LOCMI15440	Hairy protein
LOCMI15441	LOCMI15441	PREDICTED: TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 isoform 1
LOCMI15442	LOCMI15442	Polyglutamine-binding protein, putative
LOCMI15443	LOCMI15443	PREDICTED: ankyrin repeat and zinc finger domain-containing protein 1-like
LOCMI15451	LOCMI15451	B4KDP9_DROMO GI23637
LOCMI15452	LOCMI15452	B0W341_CULQU AAA family ATPase
LOCMI15454	LOCMI15454	Q16WL5_AEDAE Encore protein
LOCMI15458	LOCMI15458	Long-chain fatty acid transport protein 1
LOCMI15461	LOCMI15461	Long-chain fatty acid transport protein 1
LOCMI15462	LOCMI15462	Protein CASC3
LOCMI15466	LOCMI15466	Q0KHN6_DROME CG42346
LOCMI15467	LOCMI15467	PREDICTED: chitooligosaccharidolytic beta-N-acetylglucosaminidase-like
LOCMI15469	LOCMI15469	nut2, putative
LOCMI15470	LOCMI15470	PREDICTED: epimerase family protein SDR39U1-like
LOCMI15473	LOCMI15473	N-terminal acetyltransferase complex Ard1 subunit, putative
LOCMI15474	LOCMI15474	Q174Y6_AEDAE Breast cancer anti-estrogen resistance 1, putative (Fragment)
LOCMI15477	LOCMI15477	PREDICTED: LAG1 longevity assurance homolog 6-like
LOCMI15479	LOCMI15479	AGAP002444-PA
LOCMI15480	LOCMI15480	PREDICTED: similar to serotonin receptor, putative
LOCMI15481	LOCMI15481	B0W9V0_CULQU Putative uncharacterized protein
LOCMI15482	LOCMI15482	nuclear transcription factor Tfp1
LOCMI15483	LOCMI15483	trehalose-6-phosphate synthase
LOCMI15485	LOCMI15485	hunchback transcription factor
LOCMI15486	LOCMI15486	juvenile hormone binding protein
LOCMI15487	LOCMI15487	translation elongation factor-1 gamma
LOCMI15488	LOCMI15488	glycogen synthase
LOCMI15489	LOCMI15489	UDP-glucose pyrophosphorylase
LOCMI15490	LOCMI15490	soluble trehalase
LOCMI15491	LOCMI15491	endoplasmin
LOCMI15492	LOCMI15492	ER protein gp78
LOCMI15493	LOCMI15493	ER protein gp78
LOCMI15494	LOCMI15494	hexamerin-like protein 1
LOCMI15495	LOCMI15495	hexamerin-like protein 2
LOCMI15496	LOCMI15496	hexamerin-like protein 4
LOCMI15497	LOCMI15497	chitin synthase 1 variant A
LOCMI15498	LOCMI15498	elongation factor 1 alpha
LOCMI15501	LOCMI15501	UBX domain-containing protein
LOCMI15502	LOCMI15502	fem-1 homolog A-like protein
LOCMI15503	LOCMI15503	fem-1 homolog B-like protein
LOCMI15504	LOCMI15504	fem-1 homolog C-like protein
LOCMI15505	LOCMI15505	heat shock protein 70
LOCMI15507	LOCMI15507	prepro ion transport-like peptide
LOCMI15509	LOCMI15509	ADP ribosylation factor 79F, isoform B
LOCMI15510	LOCMI15510	heat shock protein 20.5
LOCMI15511	LOCMI15511	heat shock protein 20.6
LOCMI15512	LOCMI15512	heat shock protein 20.7
LOCMI15513	LOCMI15513	heat shock protein 40
LOCMI15514	LOCMI15514	arginine kinase
LOCMI15515	LOCMI15515	Homeobox protein prospero
LOCMI15516	LOCMI15516	Semaphorin-5A precursor, putative
LOCMI15518	LOCMI15518	Connector enhancer of kinase suppressor of ras 3
LOCMI15521	LOCMI15521	GL10775
LOCMI15524	LOCMI15524	PREDICTED: multiple PDZ domain protein-like
LOCMI15528	LOCMI15528	AGAP007484-PA
LOCMI15529	LOCMI15529	WD-repeat protein, putative
LOCMI15530	LOCMI15530	E2C2S8_9HYME Tumor suppressor p53-binding protein 1
LOCMI15532	LOCMI15532	PREDICTED: lon protease homolog, mitochondrial-like
LOCMI15533	LOCMI15533	E2AIA9_9HYME Serine/threonine-protein kinase N2
LOCMI15534	LOCMI15534	Serine/threonine-protein kinase N2
LOCMI15537	LOCMI15537	cap-n-collar
LOCMI15538	LOCMI15538	PREDICTED: similar to predicted protein
LOCMI15539	LOCMI15539	D6WNP8_TRICA Putative uncharacterized protein
LOCMI15540	LOCMI15540	D6WLS5_TRICA Putative uncharacterized protein
LOCMI15541	LOCMI15541	PREDICTED: multidrug resistance-associated protein 4-like
LOCMI15542	LOCMI15542	PREDICTED: multidrug resistance-associated protein 4-like
LOCMI15543	LOCMI15543	PREDICTED: ABC transporter G family member 22-like
LOCMI15545	LOCMI15545	ABC transporter, subfamily D
LOCMI15546	LOCMI15546	DNA repair protein RAD50, putative
LOCMI15548	LOCMI15548	juvenile hormone esterase
LOCMI15579	LOCMI15579	D6WJS3_TRICA Putative uncharacterized protein
LOCMI15586	LOCMI15586	beta-esterase 2 precursor
LOCMI15588	LOCMI15588	D6WJS3_TRICA Putative uncharacterized protein
LOCMI15639	LOCMI15639	esterase 1
LOCMI15689	LOCMI15689	D6W9U6_TRICA Putative uncharacterized protein
LOCMI15690	LOCMI15690	glutathione-s-transferase theta, gst
LOCMI15691	LOCMI15691	glutathione-S-transferase theta, GST, putative
LOCMI15692	LOCMI15692	glutathione S-transferase sigma 1
LOCMI15693	LOCMI15693	E9IBL2_SOLIN Putative uncharacterized protein (Fragment)
LOCMI15694	LOCMI15694	glutathione S-transferase delta
LOCMI15695	LOCMI15695	glutathione S-transferase
LOCMI15696	LOCMI15696	glutathione S-transferase sigma 1
LOCMI15697	LOCMI15697	glutathione S-transferase sigma 2
LOCMI15698	LOCMI15698	glutathione S-transferase sigma 3
LOCMI15699	LOCMI15699	glutathione S-transferase sigma 4
LOCMI15700	LOCMI15700	glutathione S-transferase sigma 5
LOCMI15701	LOCMI15701	glutathione S-transferase sigma 6
LOCMI15702	LOCMI15702	glutathione S-transferase theta 1
LOCMI15703	LOCMI15703	glutathione S-transferase
LOCMI15704	LOCMI15704	glutathione S-transferase D1
LOCMI15705	LOCMI15705	glutathione-s-transferase theta, gst
LOCMI15706	LOCMI15706	glutathione S-transferase sigma 1
LOCMI15707	LOCMI15707	glutathione S-transferase sigma 1
LOCMI15708	LOCMI15708	PREDICTED: similar to putative glutathione s-transferase
LOCMI15709	LOCMI15709	Glutathione S-transferase
LOCMI15710	LOCMI15710	glutathione S-transferase delta
LOCMI15711	LOCMI15711	D6WRI2_TRICA Putative uncharacterized protein
LOCMI15712	LOCMI15712	glutathione S-transferase delta
LOCMI15713	LOCMI15713	glutathione S-transferase theta 1
LOCMI15714	LOCMI15714	PREDICTED: glutathione S-transferase omega-1-like
LOCMI15715	LOCMI15715	glutathione S-transferase sigma 5
LOCMI15716	LOCMI15716	glutathione S-transferase sigma 1
LOCMI15717	LOCMI15717	glutathione S-transferase D11
LOCMI15719	LOCMI15719	hexamerin-like protein 1
LOCMI15720	LOCMI15720	predicted protein
LOCMI15721	LOCMI15721	glutamate receptor, ionotropic ampa, subunit 1, 2, 3, putative
LOCMI15722	LOCMI15722	Q0C756_AEDAE Putative uncharacterized protein
LOCMI15723	LOCMI15723	D2A0J2_TRICA Putative uncharacterized protein GLEAN_08218
LOCMI15724	LOCMI15724	D6X1H4_TRICA Putative uncharacterized protein
LOCMI15725	LOCMI15725	PREDICTED: similar to CG3822 CG3822-PA
LOCMI15726	LOCMI15726	GK17045
LOCMI15727	LOCMI15727	PREDICTED: glutamate receptor, ionotropic kainate 2-like
LOCMI15728	LOCMI15728	Ionotropic glutamate receptor IPR015683; Glutamate receptor-related
LOCMI15729	LOCMI15729	Q0C756_AEDAE Putative uncharacterized protein
LOCMI15731	LOCMI15731	Q0C756_AEDAE Putative uncharacterized protein
LOCMI15732	LOCMI15732	PREDICTED: glutamate receptor 1-like
LOCMI15733	LOCMI15733	GK12623
LOCMI15734	LOCMI15734	predicted protein
LOCMI15735	LOCMI15735	D7EHZ7_TRICA Putative uncharacterized protein
LOCMI15736	LOCMI15736	predicted protein
LOCMI15737	LOCMI15737	Ionotropic glutamate receptor IPR001638; Extracellular solute-binding protein, family 3 IPR015683; Glutamate receptor-related
LOCMI15738	LOCMI15738	D6WR41_TRICA Putative uncharacterized protein
LOCMI15739	LOCMI15739	GJ16133
LOCMI15740	LOCMI15740	glutamate receptor, ionotropic kainate 2 precursor, putative
LOCMI15741	LOCMI15741	D6WZF1_TRICA Putative uncharacterized protein
LOCMI15743	LOCMI15743	PREDICTED: glutamate receptor delta-2 subunit-like
LOCMI15744	LOCMI15744	PREDICTED: glutamate
LOCMI15745	LOCMI15745	D2A2D2_TRICA Putative uncharacterized protein GLEAN_07831
LOCMI15746	LOCMI15746	tyrosine-protein phosphatase corkscrew, putative
LOCMI15747	LOCMI15747	PREDICTED: LOW QUALITY PROTEIN: GTPase-activating protein
LOCMI15748	LOCMI15748	PREDICTED: ras-like protein 1-like
LOCMI15749	LOCMI15749	MAP kinse-ERK kinase
LOCMI15750	LOCMI15750	SH2 domain-containing protein 4A, putative
LOCMI15751	LOCMI15751	ras GTP exchange factor, son of sevenless, putative
LOCMI15752	LOCMI15752	Orphan nuclear receptor NR2E1, putative
LOCMI15753	LOCMI15753	PREDICTED: 4930444A02Rik protein-like
LOCMI15754	LOCMI15754	PREDICTED: ras-specific guanine nucleotide-releasing factor 1-like
LOCMI15755	LOCMI15755	PREDICTED: protein enhancer of sevenless 2B-like
LOCMI15756	LOCMI15756	E9I1I7_DAPPU Putative uncharacterized protein
LOCMI15757	LOCMI15757	E0VSK2_PEDHC Protein C-ets-1-B, putative
LOCMI15758	LOCMI15758	PREDICTED: torso-like protein-like
LOCMI15759	LOCMI15759	D6WW52_TRICA Putative uncharacterized protein
LOCMI15760	LOCMI15760	D6WQQ4_TRICA Putative uncharacterized protein
LOCMI15761	LOCMI15761	D6WRY0_TRICA Putative uncharacterized protein
LOCMI15762	LOCMI15762	PREDICTED: similar to AGAP002401-PA
LOCMI15763	LOCMI15763	phosphoenolpyruvate carboxykinase
LOCMI15764	LOCMI15764	AGAP005175-PA
LOCMI15765	LOCMI15765	E9FSH9_DAPPU Putative uncharacterized protein
LOCMI15766	LOCMI15766	C6T902_SOYBN Putative uncharacterized protein
LOCMI15767	LOCMI15767	PREDICTED: putative neutral sphingomyelinase-like
LOCMI15768	LOCMI15768	Isocitrate/isopropylmalate dehydrogenase
LOCMI15769	LOCMI15769	PREDICTED: glucose dehydrogenase
LOCMI15770	LOCMI15770	D6X103_TRICA Putative uncharacterized protein
LOCMI15771	LOCMI15771	B0W063_CULQU AMP dependent coa ligase
LOCMI15772	LOCMI15772	D6X103_TRICA Putative uncharacterized protein
LOCMI15773	LOCMI15773	PREDICTED: neutral ceramidase-like isoform 1
LOCMI15774	LOCMI15774	E9IBI5_SOLIN Putative uncharacterized protein (Fragment)
LOCMI15775	LOCMI15775	PREDICTED: NADH dehydrogenase
LOCMI15776	LOCMI15776	stearoyl-coa desaturase-like
LOCMI15777	LOCMI15777	PREDICTED: V-type proton ATPase 116 kDa subunit a isoform 1-like isoform 2
LOCMI15778	LOCMI15778	vacuolar proton atpases
LOCMI15779	LOCMI15779	enolase
LOCMI15780	LOCMI15780	enolase
LOCMI15781	LOCMI15781	ace2 type acetylcholinesterase
LOCMI15782	LOCMI15782	PREDICTED: choline-phosphate cytidylyltransferase B-like isoform 1
LOCMI15783	LOCMI15783	vacuolar proton translocating ATPase 116 kDa subunit a 1
LOCMI15784	LOCMI15784	E9IT46_SOLIN Putative uncharacterized protein (Fragment)
LOCMI15785	LOCMI15785	PREDICTED: neuropathy target esterase sws
LOCMI15786	LOCMI15786	PREDICTED: cytochrome c oxidase subunit 7C, mitochondrial-like isoform 1
LOCMI15787	LOCMI15787	E9FYW9_DAPPU NADH-ubiquinone oxidoreductase 75 kDa subunit
LOCMI15788	LOCMI15788	aldo-keto reductase
LOCMI15789	LOCMI15789	PREDICTED: transaldolase
LOCMI15790	LOCMI15790	D6WNL2_TRICA Putative uncharacterized protein
LOCMI15791	LOCMI15791	AGAP004731-PA
LOCMI15792	LOCMI15792	B5RJR9_DROME IP15392p
LOCMI15793	LOCMI15793	putative phosphoglycerate kinase
LOCMI15794	LOCMI15794	D6WM55_TRICA Putative uncharacterized protein
LOCMI15795	LOCMI15795	PREDICTED: similar to NADH-ubiquinone oxidoreductase ashi subunit
LOCMI15796	LOCMI15796	succinate dehydrogenase Fe-s protein subunit
LOCMI15797	LOCMI15797	PREDICTED: sphingomyelin phosphodiesterase-like isoform 3
LOCMI15798	LOCMI15798	PREDICTED: diacylglycerol kinase 1-like
LOCMI15799	LOCMI15799	PREDICTED: diacylglycerol kinase eta-like
LOCMI15800	LOCMI15800	fatty acid synthase, putative
LOCMI15801	LOCMI15801	E3WQ18_ANODA Putative uncharacterized protein
LOCMI15802	LOCMI15802	PREDICTED: 6-phosphofructokinase-like isoform 2
LOCMI15803	LOCMI15803	D6WJB5_TRICA Putative uncharacterized protein
LOCMI15804	LOCMI15804	D6WF14_TRICA Putative uncharacterized protein
LOCMI15805	LOCMI15805	RecName: Full=Hydroxymethylglutaryl-CoA synthase 1; Short=HMG-CoA synthase 1; AltName: Full=3-hydroxy-3-methylglutaryl coenzyme A synthase 1 emb|CAA52032.1| hydroxymethylglutaryl-CoA synthase
LOCMI15806	LOCMI15806	PREDICTED: similar to hydroxyacyl-coenzyme A dehydrogenase
LOCMI15807	LOCMI15807	Similar to CG4692
LOCMI15808	LOCMI15808	PREDICTED: 1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like
LOCMI15809	LOCMI15809	E9IZQ4_SOLIN Putative uncharacterized protein (Fragment)
LOCMI15810	LOCMI15810	PREDICTED: protoheme IX farnesyltransferase, mitochondrial-like isoform 1
LOCMI15811	LOCMI15811	malate dehydrogenase
LOCMI15812	LOCMI15812	PREDICTED: similar to CG5703 CG5703-PA
LOCMI15813	LOCMI15813	GA22005
LOCMI15814	LOCMI15814	D6WBY0_TRICA Putative uncharacterized protein
LOCMI15815	LOCMI15815	similar to glutathione-dependent formaldehyde dehydrogenase
LOCMI15816	LOCMI15816	GI21278
LOCMI15817	LOCMI15817	PREDICTED: ribose-phosphate pyrophosphokinase 1-like isoform 1
LOCMI15818	LOCMI15818	vacuolar ATP synthase 21 kDa proteolipid subunit-like
LOCMI15819	LOCMI15819	isocitrate dehydrogenase
LOCMI15820	LOCMI15820	Dihydrolipoyl dehydrogenase, putative
LOCMI15821	LOCMI15821	D6W7D3_TRICA Putative uncharacterized protein
LOCMI15822	LOCMI15822	PREDICTED: similar to phosphoglucose isomerase
LOCMI15823	LOCMI15823	ACYPI009769
LOCMI15824	LOCMI15824	D2A4B6_TRICA Putative uncharacterized protein GLEAN_15856
LOCMI15825	LOCMI15825	CDP-diacylglycerol--inositol 3-phosphatidyltransferase
LOCMI15826	LOCMI15826	GJ18263
LOCMI15827	LOCMI15827	Acyl-coenzyme A oxidase 3, peroxisomal, putative
LOCMI15828	LOCMI15828	PREDICTED: peroxisomal acyl-coenzyme A oxidase 3-like isoform 3
LOCMI15829	LOCMI15829	Lysophospholipid acyltransferase 5
LOCMI15830	LOCMI15830	AGAP007297-PA
LOCMI15831	LOCMI15831	PREDICTED: glycerate kinase-like
LOCMI15832	LOCMI15832	acetylcholinesterase-1 precursor
LOCMI15833	LOCMI15833	hexokinase
LOCMI15834	LOCMI15834	phosphoglucomutase
LOCMI15835	LOCMI15835	ubiquinol-cytochrome c reductase
LOCMI15836	LOCMI15836	sn-glycerol-3-phosphate dehydrogenase isoform 4
LOCMI15837	LOCMI15837	GM22454
LOCMI15838	LOCMI15838	B0X2B1_CULQU Putative uncharacterized protein
LOCMI15839	LOCMI15839	aldehyde dehydrogenase
LOCMI15840	LOCMI15840	PREDICTED: aconitate hydratase, mitochondrial-like
LOCMI15841	LOCMI15841	Q3TUU3_MOUSE Putative uncharacterized protein (Fragment)
LOCMI15842	LOCMI15842	phosphofructokinase
LOCMI15843	LOCMI15843	PREDICTED: sphingomyelin phosphodiesterase 4-like
LOCMI15844	LOCMI15844	delta-9 desaturase 1
LOCMI15845	LOCMI15845	E9GIS2_DAPPU Putative uncharacterized protein
LOCMI15846	LOCMI15846	cytochrome c oxidase
LOCMI15847	LOCMI15847	PREDICTED: v-type proton ATPase subunit d
LOCMI15848	LOCMI15848	Lissencephaly-1, isoform A
LOCMI15849	LOCMI15849	PREDICTED: synaptic vesicle membrane protein VAT-1 homolog isoform 1
LOCMI15850	LOCMI15850	B3RY46_TRIAD Putative uncharacterized protein
LOCMI15851	LOCMI15851	B0W5G6_CULQU Aldehyde dehydrogenase
LOCMI15852	LOCMI15852	cytochrome c oxidase subunit Vb/COX4
LOCMI15853	LOCMI15853	Probable peroxisomal acyl-coenzyme A oxidase 1
LOCMI15854	LOCMI15854	PREDICTED: V-type proton ATPase subunit E 2-like
LOCMI15855	LOCMI15855	aldose-1-epimerase
LOCMI15856	LOCMI15856	PREDICTED: phosphatidate cytidylyltransferase, photoreceptor-specific-like
LOCMI15857	LOCMI15857	Long-chain-fatty-acid--CoA ligase, putative
LOCMI15858	LOCMI15858	GK15672
LOCMI15859	LOCMI15859	PREDICTED: glucosylceramidase-like
LOCMI15860	LOCMI15860	PREDICTED: phosphatidylserine decarboxylase proenzyme-like
LOCMI15861	LOCMI15861	E3WV79_ANODA Putative uncharacterized protein
LOCMI15862	LOCMI15862	ATP synthase subunit A
LOCMI15863	LOCMI15863	NADH dehydrogenase, putative
LOCMI15864	LOCMI15864	D6W972_TRICA Putative uncharacterized protein
LOCMI15865	LOCMI15865	vacuolar H+-ATPase v1 sector subunit D
LOCMI15866	LOCMI15866	Probable N(2),N(2)-dimethylguanosine tRNA methyltransferase
LOCMI15867	LOCMI15867	aldose reductase, putative
LOCMI15868	LOCMI15868	PREDICTED: hexokinase-1-like isoform 1
LOCMI15869	LOCMI15869	NADH:ubiquinone oxidoreductase, 30kDa subunit
LOCMI15870	LOCMI15870	PREDICTED: prostaglandin reductase 1-like
LOCMI15871	LOCMI15871	B4N5X2_DROWI GK17957
LOCMI15872	LOCMI15872	delta-9 desaturase 1
LOCMI15873	LOCMI15873	Acyl-CoA Delta(11) desaturase
LOCMI15874	LOCMI15874	E9GF07_DAPPU Putative uncharacterized protein
LOCMI15875	LOCMI15875	acyl-CoA desaturase HassGATD
LOCMI15876	LOCMI15876	malate dehydrogenase, putative
LOCMI15877	LOCMI15877	E9H7V0_DAPPU Putative uncharacterized protein
LOCMI15878	LOCMI15878	Dihydrolipoyl dehydrogenase, putative
LOCMI15879	LOCMI15879	AGAP004786-PA
LOCMI15880	LOCMI15880	Q7QDK4_ANOGA AGAP003408-PA
LOCMI15881	LOCMI15881	fatty acid desaturase, putative
LOCMI15882	LOCMI15882	aldose reductase, putative
LOCMI15883	LOCMI15883	Q0IH30_XENLA Carkl protein
LOCMI15884	LOCMI15884	Q1HR38_AEDAE Hydrogen-transporting ATP synthase, G-subunit, putative
LOCMI15885	LOCMI15885	D6WSI9_TRICA ATP synthase subunit alpha
LOCMI15886	LOCMI15886	PREDICTED: choline/ethanolamine kinase-like
LOCMI15887	LOCMI15887	Diacylglycerol kinase epsilon
LOCMI15888	LOCMI15888	PREDICTED: sterol O-acyltransferase 1-like
LOCMI15889	LOCMI15889	PREDICTED: 6-phosphogluconolactonase-like
LOCMI15890	LOCMI15890	AGAP012188-PA
LOCMI15891	LOCMI15891	AGAP005124-PB
LOCMI15892	LOCMI15892	AGAP000849-PA
LOCMI15893	LOCMI15893	D6WYL2_TRICA Putative uncharacterized protein
LOCMI15894	LOCMI15894	vacuolar ATP synthase subunit F
LOCMI15895	LOCMI15895	cytochrome c oxidase subunit VIIA putative
LOCMI15896	LOCMI15896	E3WQ18_ANODA Putative uncharacterized protein
LOCMI15897	LOCMI15897	PREDICTED: carnitine O-palmitoyltransferase 1, liver isoform-like isoform 1
LOCMI15898	LOCMI15898	Q7Q3S7_ANOGA AGAP008016-PA (Fragment)
LOCMI15899	LOCMI15899	D6WFZ1_TRICA Putative uncharacterized protein
LOCMI15900	LOCMI15900	fatty acid beta-oxidation complex subunit beta
LOCMI15901	LOCMI15901	glycerol kinase, putative
LOCMI15902	LOCMI15902	glycerol kinase, putative
LOCMI15903	LOCMI15903	B0WUH1_CULQU Ribulose-phosphate 3-epimerase
LOCMI15904	LOCMI15904	PREDICTED: synaptic vesicle membrane protein VAT-1 homolog isoform 1
LOCMI15905	LOCMI15905	E9H296_DAPPU Putative uncharacterized protein
LOCMI15906	LOCMI15906	PREDICTED: similar to GA11371-PA
LOCMI15907	LOCMI15907	Retinal dehydrogenase 1
LOCMI15908	LOCMI15908	NADPH-specific isocitrate dehydrogenase
LOCMI15909	LOCMI15909	PREDICTED: v-type proton ATPase 21 kDa proteolipid subunit-like
LOCMI15910	LOCMI15910	mitochondrial acyl carrier protein 1 isoform B
LOCMI15911	LOCMI15911	ATP synthase lipid-binding protein, mitochondrial
LOCMI15912	LOCMI15912	C3YPZ0_BRAFL Putative uncharacterized protein
LOCMI15913	LOCMI15913	Glucosylceramidase
LOCMI15914	LOCMI15914	D6WRY0_TRICA Putative uncharacterized protein
LOCMI15915	LOCMI15915	cytochrome c oxidase, subunit VIA, putative
LOCMI15916	LOCMI15916	B4IX89_DROGR GH14704
LOCMI15917	LOCMI15917	Q1HR18_AEDAE Mitochondrial ubiquinol-cytochrome c reductase hinge protein
LOCMI15918	LOCMI15918	Probable pyruvate dehydrogenase E1 component subunit alpha, mitochondrial
LOCMI15919	LOCMI15919	ATP-synthase subunit beta
LOCMI15920	LOCMI15920	E9IUQ3_SOLIN Putative uncharacterized protein (Fragment)
LOCMI15921	LOCMI15921	Q17M02_AEDAE NADH:ubiquinone dehydrogenase, putative
LOCMI15922	LOCMI15922	E9FTK6_DAPPU Putative uncharacterized protein
LOCMI15923	LOCMI15923	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial
LOCMI15924	LOCMI15924	PREDICTED: pyruvate kinase-like isoform 2
LOCMI15925	LOCMI15925	AGAP001138-PA
LOCMI15926	LOCMI15926	GF15725
LOCMI15927	LOCMI15927	D6WUB8_TRICA Putative uncharacterized protein
LOCMI15928	LOCMI15928	D6X103_TRICA Putative uncharacterized protein
LOCMI15929	LOCMI15929	PREDICTED: acyl-CoA:lysophosphatidylglycerol acyltransferase 1-like
LOCMI15930	LOCMI15930	E9GIS2_DAPPU Putative uncharacterized protein
LOCMI15931	LOCMI15931	NADH-ubiquinone oxidoreductase 51 kDa subunit, putative
LOCMI15932	LOCMI15932	PREDICTED: phosphatidate phosphatase PPAPDC1A-like
LOCMI15933	LOCMI15933	PREDICTED: similar to O-Glycosyl hydrolase family 30 protein
LOCMI15934	LOCMI15934	ATP-citrate synthase
LOCMI15935	LOCMI15935	glutaryl-CoA dehydrogenase, mitochondrial precursor
LOCMI15936	LOCMI15936	GG13113
LOCMI15937	LOCMI15937	PREDICTED: 3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial-like
LOCMI15938	LOCMI15938	putative V-ATPase C-subunit
LOCMI15939	LOCMI15939	Arc42
LOCMI15940	LOCMI15940	PREDICTED: probable enoyl-CoA hydratase, mitochondrial-like
